date,component,value
2018-01-06,gdelt_news,0.0498
2018-01-07,gdelt_news,0.0358
2018-01-08,gdelt_news,0.0317
2018-01-09,gdelt_news,0.0662
2018-01-10,gdelt_news,0.0386
2018-01-11,gdelt_news,0.0264
2018-01-12,gdelt_news,0.0477
2018-01-13,gdelt_news,0.0746
2018-01-14,gdelt_news,0.0213
2018-01-15,gdelt_news,0.1365
2018-01-16,gdelt_news,0.0539
2018-01-17,gdelt_news,0.0365
2018-01-18,gdelt_news,0.0573
2018-01-19,gdelt_news,0.0679
2018-01-20,gdelt_news,0.0364
2018-01-21,gdelt_news,0.0173
2018-01-22,gdelt_news,0.0789
2018-01-23,gdelt_news,0.033
2018-01-24,gdelt_news,0.0764
2018-01-25,gdelt_news,0.0516
2018-01-26,gdelt_news,0.0519
2018-01-27,gdelt_news,0.0381
2018-01-28,gdelt_news,0.0249
2018-01-29,gdelt_news,0.105
2018-01-30,gdelt_news,0.0364
2018-01-31,gdelt_news,0.0886
2018-02-01,gdelt_news,0.0362
2018-02-02,gdelt_news,0.0613
2018-02-03,gdelt_news,0.0464
2018-02-04,gdelt_news,0.0725
2018-02-05,gdelt_news,0.1893
2018-02-06,gdelt_news,0.0804
2018-02-07,gdelt_news,0.0351
2018-02-08,gdelt_news,0.0288
2018-02-09,gdelt_news,0.0306
2018-02-10,gdelt_news,0.0293
2018-02-11,gdelt_news,0.0259
2018-02-12,gdelt_news,0.0418
2018-02-13,gdelt_news,0.05
2018-02-14,gdelt_news,0.0381
2018-02-15,gdelt_news,0.0501
2018-02-16,gdelt_news,0.0411
2018-02-17,gdelt_news,0.0331
2018-02-18,gdelt_news,0.0238
2018-02-19,gdelt_news,0.0392
2018-02-20,gdelt_news,0.064
2018-02-21,gdelt_news,0.0278
2018-02-22,gdelt_news,0.0355
2018-02-23,gdelt_news,0.0349
2018-02-24,gdelt_news,0.0274
2018-02-25,gdelt_news,0.0192
2018-02-26,gdelt_news,0.0182
2018-02-27,gdelt_news,0.0243
2018-02-28,gdelt_news,0.0368
2018-03-01,gdelt_news,0.0562
2018-03-02,gdelt_news,0.0479
2018-03-03,gdelt_news,0.1462
2018-03-04,gdelt_news,0.0361
2018-03-05,gdelt_news,0.0312
2018-03-06,gdelt_news,0.0475
2018-03-07,gdelt_news,0.0227
2018-03-08,gdelt_news,0.0608
2018-03-09,gdelt_news,0.0357
2018-03-10,gdelt_news,0.0983
2018-03-11,gdelt_news,0.1201
2018-03-12,gdelt_news,0.06
2018-03-13,gdelt_news,0.0438
2018-03-14,gdelt_news,0.0686
2018-03-15,gdelt_news,0.065
2018-03-16,gdelt_news,0.0337
2018-03-17,gdelt_news,0.0459
2018-03-18,gdelt_news,0.0192
2018-03-19,gdelt_news,0.0178
2018-03-20,gdelt_news,0.0511
2018-03-21,gdelt_news,0.0623
2018-03-22,gdelt_news,0.0662
2018-03-23,gdelt_news,0.197
2018-03-24,gdelt_news,0.1173
2018-03-25,gdelt_news,0.1533
2018-03-26,gdelt_news,0.1081
2018-03-27,gdelt_news,0.1805
2018-03-28,gdelt_news,0.26
2018-03-29,gdelt_news,0.427
2018-03-30,gdelt_news,0.5422
2018-03-31,gdelt_news,0.4687
2018-04-01,gdelt_news,0.4651
2018-04-02,gdelt_news,0.2295
2018-04-03,gdelt_news,0.1647
2018-04-04,gdelt_news,0.0952
2018-04-05,gdelt_news,0.2327
2018-04-06,gdelt_news,0.0766
2018-04-07,gdelt_news,0.0452
2018-04-08,gdelt_news,0.0351
2018-04-09,gdelt_news,0.0434
2018-04-10,gdelt_news,0.0563
2018-04-11,gdelt_news,0.0712
2018-04-12,gdelt_news,0.0964
2018-04-13,gdelt_news,0.0537
2018-04-14,gdelt_news,0.0337
2018-04-15,gdelt_news,0.0157
2018-04-16,gdelt_news,0.1227
2018-04-17,gdelt_news,0.1471
2018-04-18,gdelt_news,0.0472
2018-04-19,gdelt_news,0.05
2018-04-20,gdelt_news,0.0541
2018-04-21,gdelt_news,0.0843
2018-04-22,gdelt_news,0.1238
2018-04-23,gdelt_news,0.0479
2018-04-24,gdelt_news,0.1214
2018-04-25,gdelt_news,0.0661
2018-04-26,gdelt_news,0.0312
2018-04-27,gdelt_news,0.0266
2018-04-28,gdelt_news,0.0745
2018-04-29,gdelt_news,0.0227
2018-04-30,gdelt_news,0.0223
2018-05-01,gdelt_news,0.037
2018-05-02,gdelt_news,0.0594
2018-05-03,gdelt_news,0.0418
2018-05-04,gdelt_news,0.0263
2018-05-05,gdelt_news,0.0484
2018-05-06,gdelt_news,0.024
2018-05-07,gdelt_news,0.0656
2018-05-08,gdelt_news,0.0419
2018-05-09,gdelt_news,0.052
2018-05-10,gdelt_news,0.082
2018-05-11,gdelt_news,0.0601
2018-05-12,gdelt_news,0.123
2018-05-13,gdelt_news,0.3113
2018-05-14,gdelt_news,0.0321
2018-05-15,gdelt_news,0.032
2018-05-16,gdelt_news,0.0444
2018-05-17,gdelt_news,0.0847
2018-05-18,gdelt_news,0.0494
2018-05-19,gdelt_news,0.0377
2018-05-20,gdelt_news,0.0169
2018-05-21,gdelt_news,0.0387
2018-05-22,gdelt_news,0.0809
2018-05-23,gdelt_news,0.1748
2018-05-24,gdelt_news,0.1747
2018-05-25,gdelt_news,0.0957
2018-05-26,gdelt_news,0.1081
2018-05-27,gdelt_news,0.0359
2018-05-28,gdelt_news,0.0352
2018-05-29,gdelt_news,0.1436
2018-05-30,gdelt_news,0.0687
2018-05-31,gdelt_news,0.0399
2018-06-01,gdelt_news,0.0653
2018-06-02,gdelt_news,0.0603
2018-06-03,gdelt_news,0.0299
2018-06-04,gdelt_news,0.0722
2018-06-05,gdelt_news,0.0873
2018-06-06,gdelt_news,0.0978
2018-06-07,gdelt_news,0.0658
2018-06-08,gdelt_news,0.128
2018-06-09,gdelt_news,0.0849
2018-06-10,gdelt_news,0.0213
2018-06-11,gdelt_news,0.0332
2018-06-12,gdelt_news,0.0315
2018-06-13,gdelt_news,0.0538
2018-06-14,gdelt_news,0.0631
2018-06-15,gdelt_news,0.031
2018-06-16,gdelt_news,0.0276
2018-06-17,gdelt_news,0.1948
2018-06-18,gdelt_news,0.0788
2018-06-19,gdelt_news,0.0639
2018-06-20,gdelt_news,0.0478
2018-06-21,gdelt_news,0.0703
2018-06-22,gdelt_news,0.0869
2018-06-23,gdelt_news,0.079
2018-06-24,gdelt_news,0.1061
2018-06-25,gdelt_news,0.1887
2018-06-26,gdelt_news,0.1331
2018-06-27,gdelt_news,0.0908
2018-06-28,gdelt_news,0.0412
2018-06-29,gdelt_news,0.0415
2018-06-30,gdelt_news,0.0804
2018-07-01,gdelt_news,0.0487
2018-07-02,gdelt_news,0.0442
2018-07-03,gdelt_news,0.0418
2018-07-04,gdelt_news,0.0499
2018-07-05,gdelt_news,0.0427
2018-07-06,gdelt_news,0.0357
2018-07-07,gdelt_news,0.0402
